dataset_name,random_state,alpha0,sigma0,nEpochs,cm_tr,cm_ts
vc2c,1816601728,0.3,6.5,100,[154  14  16  64],[37  5  5 15]
vc3c,1885782426,0.5,10.0,100,[ 34  14   0  14  61   5   1   4 115],[ 8  4  0  2 17  1  0  1 29]
vc3c,1995586629,0.5,10.0,100,[ 39   8   1  13  65   2   2   2 116],[ 8  2  2  6 12  2  0  1 29]
vc2c,477568895,0.3,6.5,100,[157  11  17  63],[35  7  6 14]
vc2c,793071532,0.5,6.5,100,[156  12  24  56],[37  5  3 17]
vc2c,508038953,0.3,6.5,100,[150  18  22  58],[38  4  7 13]
vc3c,1050352410,0.5,6.5,100,[ 36  12   0  17  58   5   1   3 116],[ 9  3  0  5 15  0  2  1 27]
vc2c,1087673826,0.1,3.0,100,[153  15  19  61],[37  5  8 12]
vc2c,1816601728,0.3,10.0,100,[154  14  24  56],[41  1  1 19]
vc3c,1323183885,0.1,3.0,100,[ 33  15   0  15  57   8   1   1 118],[ 8  4  0  3 16  1  1  0 29]
vc3c,1725216016,0.1,3.0,100,[ 40   8   0  15  57   8   1   4 115],[ 6  6  0  2 14  4  0  0 30]
vc2c,793071532,0.5,10.0,100,[154  14  24  56],[36  6  3 17]
vc2c,477568895,0.3,10.0,100,[158  10  17  63],[36  6  7 13]
vc2c,508038953,0.3,10.0,100,[150  18  20  60],[38  4  6 14]
vc3c,1050352410,0.5,10.0,100,[ 37  11   0  18  60   2   3   3 114],[10  2  0  5 15  0  1  1 28]
vc2c,1087673826,0.1,6.5,100,[155  13  22  58],[39  3  7 13]
vc3c,1725216016,0.1,6.5,100,[ 37  11   0  16  59   5   1   5 114],[ 5  7  0  2 14  4  0  1 29]
vc3c,1323183885,0.1,6.5,100,[ 32  16   0  14  58   8   1   2 117],[10  2  0  4 15  1  1  0 29]
vc2c,1816601728,0.5,3.0,100,[154  14  23  57],[40  2  2 18]
vc2c,92482660,0.1,3.0,100,[154  14  17  63],[39  3  5 15]
vc2c,477568895,0.5,3.0,100,[157  11  20  60],[38  4  6 14]
vc2c,508038953,0.5,3.0,100,[150  18  22  58],[38  4  7 13]
vc3c,699340812,0.1,3.0,100,[ 35  13   0  12  62   6   2   3 115],[ 9  3  0  6 13  1  1  0 29]
vc2c,1087673826,0.1,10.0,100,[155  13  16  64],[38  4  9 11]
vc3c,1725216016,0.1,10.0,100,[ 38  10   0  15  59   6   1   4 115],[ 5  7  0  2 14  4  0  0 30]
vc3c,1323183885,0.1,10.0,100,[ 32  16   0  14  57   9   1   2 117],[10  2  0  4 15  1  1  1 28]
vc2c,1816601728,0.5,6.5,100,[155  13  27  53],[39  3  2 18]
vc2c,92482660,0.1,6.5,100,[155  13  15  65],[40  2  6 14]
vc2c,477568895,0.5,6.5,100,[159   9  22  58],[38  4  6 14]
vc2c,508038953,0.5,6.5,100,[155  13  20  60],[37  5  7 13]
vc3c,699340812,0.1,6.5,100,[ 34  14   0   9  66   5   1   2 117],[ 7  3  2  7 11  2  1  0 29]
vc2c,1087673826,0.3,3.0,100,[154  14   8  72],[33  9  7 13]
vc3c,1725216016,0.3,3.0,100,[ 37  11   0  16  58   6   2   4 114],[ 5  7  0  2 14  4  0  0 30]
vc3c,1323183885,0.3,3.0,100,[ 33  15   0  14  57   9   1   2 117],[10  2  0  4 15  1  1  1 28]
vc2c,1816601728,0.5,10.0,100,[153  15  25  55],[39  3  2 18]
vc2c,508038953,0.5,10.0,100,[151  17  22  58],[38  4  7 13]
vc2c,92482660,0.1,10.0,100,[154  14  22  58],[38  4  6 14]
vc3c,699340812,0.1,10.0,100,[ 36  12   0  11  65   4   3   2 115],[12  0  0  8 11  1  0  0 30]
vc2c,477568895,0.5,10.0,100,[156  12  18  62],[36  6  7 13]
vc2c,1087673826,0.3,6.5,100,[155  13  12  68],[36  6  8 12]
vc3c,1725216016,0.3,6.5,100,[ 38  10   0  16  58   6   2   4 114],[ 5  7  0  2 14  4  0  0 30]
vc2c,1851183120,0.1,3.0,100,[158  10  18  62],[38  4  6 14]
vc3c,1323183885,0.3,6.5,100,[ 32  16   0  14  57   9   1   1 118],[10  2  0  4 15  1  1  0 29]
vc2c,2099710673,0.1,3.0,100,[153  15  26  54],[39  3  3 17]
vc2c,92482660,0.3,3.0,100,[158  10  19  61],[35  7  6 14]
vc3c,699340812,0.3,3.0,100,[ 37  11   0  17  59   4   4   2 114],[12  0  0  8 11  1  0  0 30]
vc2c,2094119003,0.1,3.0,100,[151  17  17  63],[37  5  4 16]
vc2c,1087673826,0.3,10.0,100,[150  18  22  58],[35  7  7 13]
vc3c,1323183885,0.3,10.0,100,[ 32  16   0  14  56  10   1   1 118],[ 8  4  0  3 16  1  1  1 28]
vc2c,1851183120,0.1,6.5,100,[155  13  19  61],[37  5  6 14]
vc3c,1725216016,0.3,10.0,100,[ 37  11   0  16  59   5   1   6 113],[ 5  7  0  2 14  4  0  0 30]
vc2c,2099710673,0.1,6.5,100,[154  14  26  54],[39  3  3 17]
vc2c,92482660,0.3,6.5,100,[151  17  26  54],[36  6  7 13]
vc3c,699340812,0.3,6.5,100,[ 35  12   1  12  65   3   2   4 114],[12  0  0  8 11  1  0  1 29]
vc2c,2094119003,0.1,6.5,100,[160   8  17  63],[39  3  7 13]
vc2c,1087673826,0.5,3.0,100,[153  15  20  60],[37  5  8 12]
vc3c,1323183885,0.5,3.0,100,[ 33  15   0  15  56   9   1   1 118],[ 8  4  0  4 15  1  1  0 29]
vc2c,1851183120,0.1,10.0,100,[155  13  15  65],[37  5  5 15]
vc3c,1725216016,0.5,3.0,100,[ 38  10   0  16  58   6   2   4 114],[ 5  7  0  2 14  4  0  0 30]
vc2c,2099710673,0.1,10.0,100,[154  14  26  54],[39  3  3 17]
vc3c,699340812,0.3,10.0,100,[ 37  11   0  13  64   3   2   3 115],[11  1  0  8 11  1  1  0 29]
vc2c,92482660,0.3,10.0,100,[153  15  19  61],[38  4  5 15]
vc2c,2094119003,0.1,10.0,100,[153  15  21  59],[37  5  4 16]
vc2c,1087673826,0.5,6.5,100,[152  16  14  66],[37  5  8 12]
vc3c,1323183885,0.5,6.5,100,[ 33  15   0  15  56   9   1   1 118],[ 9  3  0  4 15  1  1  0 29]
vc2c,1851183120,0.3,3.0,100,[151  17  18  62],[38  4  5 15]
vc3c,1725216016,0.5,6.5,100,[ 39   9   0   9  68   3   1   2 117],[ 5  7  0  2 16  2  0  2 28]
vc3c,699340812,0.5,3.0,100,[ 37  11   0  11  66   3   1   3 116],[10  1  1  8 11  1  0  0 30]
vc2c,2099710673,0.3,3.0,100,[153  15  25  55],[39  3  3 17]
vc2c,92482660,0.5,3.0,100,[153  15  20  60],[36  6  6 14]
vc2c,2094119003,0.3,3.0,100,[152  16  21  59],[37  5  4 16]
vc2c,1087673826,0.5,10.0,100,[153  15  21  59],[38  4  7 13]
vc3c,1323183885,0.5,10.0,100,[ 32  16   0  14  57   9   1   2 117],[10  2  0  4 15  1  1  0 29]
vc2c,1851183120,0.3,6.5,100,[155  13  17  63],[37  5  6 14]
vc3c,1725216016,0.5,10.0,100,[ 37  11   0  16  59   5   2   4 114],[ 5  7  0  2 14  4  0  0 30]
vc2c,92482660,0.5,6.5,100,[152  16  21  59],[39  3  5 15]
vc2c,2099710673,0.3,6.5,100,[153  15  25  55],[39  3  3 17]
vc3c,699340812,0.5,6.5,100,[ 35  13   0  11  64   5   2   3 115],[ 9  2  1  7 13  0  1  0 29]
vc2c,2094119003,0.3,6.5,100,[155  13  13  67],[34  8  6 14]
vc2c,691114695,0.1,3.0,100,[155  13  24  56],[39  3  4 16]
vc3c,2129467900,0.1,3.0,100,[ 37  11   0  15  61   4   2   5 113],[ 9  3  0  7 13  0  1  0 29]
vc2c,1851183120,0.3,10.0,100,[155  13  18  62],[37  5  5 15]
vc3c,2130567862,0.1,3.0,100,[ 36  12   0  15  59   6   3   2 115],[ 6  6  0  2 18  0  0  0 30]
vc2c,92482660,0.5,10.0,100,[150  18  18  62],[37  5  5 15]
vc2c,2099710673,0.3,10.0,100,[153  15  26  54],[39  3  3 17]
vc3c,699340812,0.5,10.0,100,[ 38  10   0  15  61   4   3   3 114],[11  1  0  8 11  1  0  0 30]
vc2c,2094119003,0.3,10.0,100,[154  14  15  65],[37  5  5 15]
vc2c,691114695,0.1,6.5,100,[154  14  25  55],[39  3  4 16]
vc3c,2129467900,0.1,6.5,100,[ 35  11   2  13  59   8   1   3 116],[10  2  0  6 13  1  1  0 29]
vc2c,1851183120,0.5,3.0,100,[158  10  15  65],[33  9  6 14]
vc3c,2130567862,0.1,6.5,100,[ 37  11   0  13  61   6   2   3 115],[ 6  6  0  2 18  0  0  0 30]
vc2c,1507226961,0.1,3.0,100,[157  11  18  62],[38  4  6 14]
vc2c,2099710673,0.5,3.0,100,[153  15  25  55],[39  3  3 17]
vc3c,448983161,0.1,3.0,100,[ 35  13   0  10  68   2   2   1 117],[ 5  6  1  6 11  3  0  1 29]
vc2c,2094119003,0.5,3.0,100,[151  17  15  65],[37  5  4 16]
vc2c,691114695,0.1,10.0,100,[154  14  23  57],[39  3  4 16]
vc3c,2129467900,0.1,10.0,100,[ 36  10   2  12  60   8   2   2 116],[10  2  0  7 12  1  1  0 29]
vc2c,1851183120,0.5,6.5,100,[155  13  20  60],[37  5  6 14]
vc3c,2130567862,0.1,10.0,100,[ 34  14   0  15  60   5   2   3 115],[ 6  6  0  2 18  0  0  0 30]
vc2c,1507226961,0.1,6.5,100,[157  11  23  57],[38  4  6 14]
vc3c,448983161,0.1,6.5,100,[ 37  11   0  15  61   4   5   1 114],[ 7  4  1  8 11  1  0  1 29]
vc2c,2099710673,0.5,6.5,100,[153  15  26  54],[39  3  3 17]
vc2c,691114695,0.3,3.0,100,[154  14  24  56],[39  3  4 16]
vc2c,2094119003,0.5,6.5,100,[154  14  11  69],[36  6  4 16]
vc2c,1851183120,0.5,10.0,100,[153  15  19  61],[35  7  7 13]
vc3c,2129467900,0.3,3.0,100,[ 39   9   0  16  61   3   3   3 114],[ 9  3  0  8 12  0  1  0 29]
vc3c,2130567862,0.3,3.0,100,[ 33  15   0  16  58   6   1   2 117],[ 6  6  0  2 18  0  1  0 29]
vc2c,1507226961,0.1,10.0,100,[153  15  15  65],[37  5  7 13]
vc2c,2099710673,0.5,10.0,100,[153  15  26  54],[39  3  3 17]
vc3c,448983161,0.1,10.0,100,[ 36  11   1  16  60   4   2   2 116],[ 7  5  0  9 10  1  0  1 29]
vc2c,691114695,0.3,6.5,100,[154  14  23  57],[39  3  4 16]
vc2c,2094119003,0.5,10.0,100,[151  17  16  64],[37  5  4 16]
vc2c,1657615533,0.1,3.0,100,[156  12  13  67],[37  5  6 14]
vc3c,2129467900,0.3,6.5,100,[ 35  13   0  14  62   4   1   2 117],[ 7  5  0  7 13  0  1  0 29]
vc3c,2130567862,0.3,6.5,100,[ 38  10   0  12  65   3   2   3 115],[ 5  7  0  3 17  0  1  0 29]
vc2c,1507226961,0.3,3.0,100,[151  17  17  63],[36  6  6 14]
vc2c,1864031765,0.1,3.0,100,[152  16  17  63],[34  8  7 13]
vc2c,691114695,0.3,10.0,100,[154  14  24  56],[39  3  4 16]
vc3c,448983161,0.3,3.0,100,[ 38   9   1  14  60   6   3   3 114],[ 8  3  1  6 11  3  1  0 29]
vc2c,2047549663,0.1,3.0,100,[151  17  21  59],[38  4  4 16]
vc2c,1657615533,0.1,6.5,100,[152  16  21  59],[42  0  9 11]
vc3c,2129467900,0.3,10.0,100,[ 37  10   1  17  57   6   4   2 114],[10  2  0  5 14  1  1  0 29]
vc2c,1507226961,0.3,6.5,100,[150  18  18  62],[36  6  7 13]
vc3c,2130567862,0.3,10.0,100,[ 36  12   0  16  58   6   2   3 115],[ 6  6  0  2 18  0  0  0 30]
vc2c,1864031765,0.1,6.5,100,[155  13  16  64],[36  6  5 15]
vc2c,691114695,0.5,3.0,100,[154  14  23  57],[39  3  4 16]
vc3c,448983161,0.3,6.5,100,[ 38  10   0   8  69   3   3   2 115],[ 7  4  1  5 13  2  0  2 28]
vc2c,2047549663,0.1,6.5,100,[153  15  23  57],[37  5  4 16]
vc2c,1657615533,0.1,10.0,100,[153  15  17  63],[42  0  9 11]
vc3c,2129467900,0.5,3.0,100,[ 36  11   1  14  62   4   4   4 112],[ 7  5  0  8 12  0  1  0 29]
vc2c,1507226961,0.3,10.0,100,[151  17  13  67],[38  4  7 13]
vc3c,2130567862,0.5,3.0,100,[ 37  11   0  13  63   4   2   3 115],[ 6  6  0  2 18  0  1  0 29]
vc2c,1864031765,0.1,10.0,100,[153  15  20  60],[36  6  6 14]
vc2c,691114695,0.5,6.5,100,[155  13  25  55],[39  3  4 16]
vc3c,448983161,0.3,10.0,100,[ 37  11   0  14  62   4   4   1 115],[ 7  5  0  8 11  1  0  1 29]
vc2c,2047549663,0.1,10.0,100,[157  11  26  54],[36  6  4 16]
vc2c,1657615533,0.3,3.0,100,[154  14  17  63],[41  1  7 13]
vc2c,1507226961,0.5,3.0,100,[158  10  20  60],[39  3  7 13]
vc3c,2129467900,0.5,6.5,100,[ 34  10   4  12  57  11   1   2 117],[10  2  0  6 13  1  1  0 29]
vc3c,2130567862,0.5,6.5,100,[ 37  11   0  13  62   5   2   3 115],[ 6  6  0  2 18  0  1  0 29]
vc2c,1864031765,0.3,3.0,100,[153  15  13  67],[36  6  6 14]
vc2c,691114695,0.5,10.0,100,[155  13  25  55],[39  3  4 16]
vc3c,448983161,0.5,3.0,100,[ 36  12   0  10  66   4   2   2 116],[ 6  5  1  6 11  3  0  1 29]
vc2c,2047549663,0.3,3.0,100,[151  17  22  58],[38  4  3 17]
vc2c,1657615533,0.3,6.5,100,[159   9  17  63],[39  3  7 13]
vc2c,1864031765,0.3,6.5,100,[154  14  23  57],[36  6  6 14]
vc2c,1507226961,0.5,6.5,100,[151  17  15  65],[35  7  7 13]
vc3c,2129467900,0.5,10.0,100,[ 38   9   1  14  63   3   2   5 113],[ 7  5  0  7 13  0  1  0 29]
vc3c,2130567862,0.5,10.0,100,[ 37  11   0  14  61   5   2   3 115],[ 6  6  0  2 18  0  1  0 29]
vc2c,1355401493,0.1,3.0,100,[156  12  19  61],[40  2  6 14]
vc2c,1657615533,0.3,10.0,100,[154  14  18  62],[41  1  8 12]
vc2c,2047549663,0.3,6.5,100,[156  12  27  53],[36  6  6 14]
vc3c,448983161,0.5,6.5,100,[ 38  10   0  12  65   3   1   1 118],[ 4  5  3  7 11  2  0  0 30]
vc2c,1864031765,0.3,10.0,100,[153  15  17  63],[34  8  4 16]
vc2c,1507226961,0.5,10.0,100,[159   9  16  64],[39  3  6 14]
vc3c,597182171,0.1,3.0,100,[ 35  13   0  18  58   4   3   1 116],[ 9  2  1  3 16  1  1  1 28]
vc3c,2127758404,0.1,3.0,100,[ 41   7   0  13  62   5   3   1 116],[10  2  0 10 10  0  1  1 28]
vc2c,1355401493,0.1,6.5,100,[154  14  13  67],[38  4  5 15]
vc2c,1657615533,0.5,3.0,100,[151  17  18  62],[40  2  8 12]
vc3c,448983161,0.5,10.0,100,[ 39   8   1  17  59   4   3   3 114],[ 8  3  1  7 10  3  1  0 29]
vc2c,2047549663,0.3,10.0,100,[153  15  20  60],[37  5  5 15]
vc3c,597182171,0.1,6.5,100,[ 35  13   0  17  59   4   3   1 116],[ 7  5  0  1 17  2  0  1 29]
vc2c,1864031765,0.5,3.0,100,[152  16  17  63],[36  6  6 14]
vc2c,1249997937,0.1,3.0,100,[155  13  24  56],[41  1  4 16]
vc3c,2127758404,0.1,6.5,100,[ 39   9   0  11  66   3   2   1 117],[10  2  0 10 10  0  1  2 27]
vc2c,1355401493,0.1,10.0,100,[154  14  21  59],[40  2  5 15]
vc2c,1657615533,0.5,6.5,100,[154  14  13  67],[40  2  5 15]
vc2c,2047549663,0.5,3.0,100,[155  13  19  61],[38  4  4 16]
vc3c,1344736253,0.1,3.0,100,[ 40   8   0  14  56  10   1   1 118],[ 6  6  0  5 15  0  1  1 28]
vc2c,1864031765,0.5,6.5,100,[152  16  17  63],[37  5  6 14]
vc2c,1249997937,0.1,6.5,100,[151  17  20  60],[41  1  5 15]
vc3c,2127758404,0.1,10.0,100,[ 39   9   0  14  63   3   2   1 117],[10  2  0 11  9  0  1  1 28]
vc2c,1355401493,0.3,3.0,100,[155  13  17  63],[39  3  5 15]
vc3c,597182171,0.1,10.0,100,[ 36  12   0  19  55   6   1   2 117],[ 9  3  0  1 17  2  1  2 27]
vc2c,1657615533,0.5,10.0,100,[153  15  21  59],[42  0  8 12]
vc3c,1344736253,0.1,6.5,100,[ 40   8   0  14  56  10   1   1 118],[ 7  5  0  5 15  0  1  1 28]
vc2c,2047549663,0.5,6.5,100,[155  13  25  55],[37  5  4 16]
vc2c,1355401493,0.3,6.5,100,[153  15  22  58],[39  3  5 15]
vc3c,2127758404,0.3,3.0,100,[ 40   8   0  12  66   2   5   4 111],[10  2  0 10 10  0  1  1 28]
vc2c,1249997937,0.1,10.0,100,[154  14  25  55],[41  1  5 15]
vc2c,1864031765,0.5,10.0,100,[152  16  18  62],[33  9  6 14]
vc3c,597182171,0.3,3.0,100,[ 36  12   0  17  59   4   5   6 109],[11  1  0  2 16  2  1  1 28]
vc3c,1344736253,0.1,10.0,100,[ 40   8   0  14  56  10   1   1 118],[ 6  5  1  5 15  0  1  1 28]
vc2c,1595991044,0.1,3.0,100,[151  17  20  60],[39  3  9 11]
vc2c,2047549663,0.5,10.0,100,[157  11  27  53],[37  5  5 15]
vc2c,1355401493,0.3,10.0,100,[155  13  20  60],[40  2  5 15]
vc2c,1249997937,0.3,3.0,100,[155  13  24  56],[40  2  5 15]
vc3c,2127758404,0.3,6.5,100,[ 40   7   1  16  62   2   3   1 116],[10  2  0 12  8  0  1  2 27]
vc2c,1500145011,0.1,3.0,100,[151  17  20  60],[39  3  8 12]
vc3c,597182171,0.3,6.5,100,[ 36  12   0  21  55   4   3   1 116],[ 6  5  1  2 17  1  2  1 27]
vc2c,586213544,0.1,3.0,100,[155  13  20  60],[40  2  8 12]
vc3c,1344736253,0.3,3.0,100,[ 40   7   1  14  57   9   1   1 118],[ 6  6  0  5 15  0  1  2 27]
vc2c,1595991044,0.1,6.5,100,[155  13  16  64],[38  4  7 13]
vc2c,1355401493,0.5,3.0,100,[154  14  21  59],[40  2  5 15]
vc2c,1249997937,0.3,6.5,100,[155  13  22  58],[40  2  4 16]
vc3c,2127758404,0.3,10.0,100,[ 38  10   0  11  66   3   4   1 115],[ 8  4  0 10 10  0  1  2 27]
vc2c,1500145011,0.1,6.5,100,[151  17  21  59],[39  3  8 12]
vc2c,586213544,0.1,6.5,100,[155  13  21  59],[40  2  8 12]
vc3c,1344736253,0.3,6.5,100,[ 40   8   0  14  56  10   1   1 118],[ 6  6  0  5 15  0  1  2 27]
vc3c,597182171,0.3,10.0,100,[ 35  13   0  21  55   4   2   2 116],[ 8  4  0  1 17  2  1  1 28]
vc2c,1595991044,0.1,10.0,100,[151  17  19  61],[38  4  7 13]
vc2c,1249997937,0.3,10.0,100,[155  13  25  55],[41  1  5 15]
vc3c,2127758404,0.5,3.0,100,[ 42   6   0  14  63   3   4   0 116],[ 9  3  0  9 11  0  1  1 28]
vc2c,1355401493,0.5,6.5,100,[156  12  20  60],[38  4  5 15]
vc2c,1500145011,0.1,10.0,100,[152  16  21  59],[39  3  7 13]
vc2c,586213544,0.1,10.0,100,[155  13  20  60],[40  2  8 12]
vc3c,597182171,0.5,3.0,100,[ 36  12   0  22  54   4   5   6 109],[ 8  4  0  1 17  2  1  2 27]
vc2c,1595991044,0.3,3.0,100,[154  14  19  61],[39  3  8 12]
vc3c,1344736253,0.3,10.0,100,[ 39   9   0  14  57   9   1   2 117],[ 6  6  0  5 15  0  1  2 27]
vc2c,1249997937,0.5,3.0,100,[152  16  16  64],[40  2  5 15]
vc3c,2127758404,0.5,6.5,100,[ 40   8   0  13  64   3   4   1 115],[10  2  0 10 10  0  2  1 27]
vc2c,1355401493,0.5,10.0,100,[154  14  23  57],[40  2  5 15]
vc2c,1500145011,0.3,3.0,100,[152  16  21  59],[39  3  7 13]
vc2c,1595991044,0.3,6.5,100,[151  17  19  61],[39  3  8 12]
vc2c,586213544,0.3,3.0,100,[154  14  21  59],[39  3  8 12]
vc3c,597182171,0.5,6.5,100,[ 36  12   0  21  55   4   4   0 116],[ 8  4  0  1 17  2  1  1 28]
vc3c,1344736253,0.5,3.0,100,[ 40   8   0  14  56  10   1   1 118],[ 6  6  0  5 15  0  1  2 27]
vc2c,1255808531,0.1,3.0,100,[150  18  23  57],[36  6  4 16]
vc3c,2127758404,0.5,10.0,100,[ 40   8   0  12  65   3   3   3 114],[ 8  4  0  9 11  0  1  1 28]
vc2c,1249997937,0.5,6.5,100,[155  13  22  58],[41  1  4 16]
vc2c,1500145011,0.3,6.5,100,[151  17  20  60],[39  3  7 13]
vc2c,1595991044,0.3,10.0,100,[151  17  20  60],[37  5  7 13]
vc2c,586213544,0.3,6.5,100,[155  13  21  59],[40  2  8 12]
vc3c,597182171,0.5,10.0,100,[ 37  11   0  23  53   4   4   1 115],[ 8  4  0  1 17  2  1  1 28]
vc3c,783880980,0.1,3.0,100,[ 34  14   0  11  63   6   4   0 116],[ 9  2  1  3 15  2  0  1 29]

vc2c,1249997937,0.5,10.0,100,[155  13  22  58],[41  1  6 14]
vc2c,1255808531,0.1,6.5,100,[152  16  20  60],[35  7  4 16]
vc2c,1500145011,0.3,10.0,100,[151  17  22  58],[39  3  7 13]
vc2c,1595991044,0.5,3.0,100,[155  13  17  63],[41  1  6 14]
vc2c,586213544,0.3,10.0,100,[154  14  21  59],[39  3  7 13]
vc3c,1261877383,0.1,3.0,100,[ 32  16   0  13  60   7   0   2 118],[ 8  4  0  6 12  2  1  1 28]
vc2c,1255808531,0.1,10.0,100,[151  17  23  57],[34  8  4 16]
vc2c,1500145011,0.5,3.0,100,[151  17  20  60],[39  3  8 12]
vc2c,352627565,0.1,3.0,100,[152  16  17  63],[34  8  4 16]
vc3c,783880980,0.1,6.5,100,[ 35  13   0   9  64   7   2   0 118],[ 8  4  0  3 15  2  0  1 29]
vc3c,1344736253,0.5,10.0,100,[ 40   8   0  14  56  10   1   1 118],[ 6  6  0  5 15  0  1  1 28]
vc3c,1261877383,0.1,6.5,100,[ 32  16   0  14  59   7   0   2 118],[ 8  4  0  6 11  3  1  1 28]
vc2c,1595991044,0.5,6.5,100,[154  14  21  59],[39  3  7 13]
vc2c,586213544,0.5,3.0,100,[154  14  21  59],[39  3  7 13]
vc2c,1255808531,0.3,3.0,100,[152  16  16  64],[35  7  4 16]
vc2c,1500145011,0.5,6.5,100,[151  17  21  59],[39  3  7 13]
vc2c,352627565,0.1,6.5,100,[154  14  20  60],[35  7  6 14]
vc3c,783880980,0.1,10.0,100,[ 33  15   0  11  65   4   3   1 116],[ 8  4  0  3 15  2  2  1 27]
vc3c,185273401,0.1,3.0,100,[ 36  12   0  14  61   5   5   2 113],[ 8  4  0  4 14  2  3  1 26]
vc3c,1261877383,0.1,10.0,100,[ 32  16   0  14  59   7   0   2 118],[ 8  4  0  5 12  3  2  1 27]
vc2c,1595991044,0.5,10.0,100,[155  13  20  60],[39  3  8 12]
vc2c,1255808531,0.3,6.5,100,[150  18  16  64],[34  8  3 17]
vc2c,586213544,0.5,6.5,100,[155  13  21  59],[39  3  7 13]
vc2c,1500145011,0.5,10.0,100,[153  15  20  60],[39  3  7 13]
vc3c,185273401,0.1,6.5,100,[ 36  12   0  18  57   5   2   1 117],[ 9  3  0  2 16  2  3  1 26]
vc3c,783880980,0.3,3.0,100,[ 32  16   0  13  58   9   1   3 116],[ 9  3  0  2 16  2  0  2 28]
vc2c,352627565,0.1,10.0,100,[153  15  23  57],[34  8  6 14]
vc3c,1261877383,0.3,3.0,100,[ 33  15   0  14  59   7   0   3 117],[ 9  3  0  6 11  3  1  0 29]
vc2c,42294981,0.1,3.0,100,[151  17  21  59],[39  3  6 14]
vc2c,1255808531,0.3,10.0,100,[152  16  21  59],[36  6  4 16]
vc2c,586213544,0.5,10.0,100,[154  14  21  59],[39  3  7 13]
vc2c,1217358537,0.1,3.0,100,[152  16  21  59],[38  4  4 16]
vc3c,185273401,0.1,10.0,100,[ 31  17   0  13  64   3   1   2 117],[ 8  4  0  2 16  2  2  1 27]
vc3c,783880980,0.3,6.5,100,[ 32  16   0  13  62   5   2   3 115],[ 9  3  0  3 16  1  0  2 28]
vc2c,352627565,0.3,3.0,100,[153  15  22  58],[34  8  5 15]
vc3c,1261877383,0.3,6.5,100,[ 33  15   0  14  59   7   0   3 117],[ 9  3  0  6 11  3  2  0 28]
vc2c,1255808531,0.5,3.0,100,[152  16  21  59],[36  6  4 16]
vc2c,42294981,0.1,6.5,100,[151  17  21  59],[41  1  6 14]
vc2c,1151674520,0.1,3.0,100,[153  15  25  55],[37  5  4 16]
vc2c,1217358537,0.1,6.5,100,[152  16  19  61],[37  5  4 16]
vc3c,185273401,0.3,3.0,100,[ 33  15   0  16  62   2   2   2 116],[11  1  0  2 17  1  3  1 26]
vc2c,352627565,0.3,6.5,100,[152  16  20  60],[36  6  5 15]
vc3c,783880980,0.3,10.0,100,[ 33  15   0  13  62   5   2   4 114],[ 9  3  0  3 16  1  1  2 27]
vc3c,1261877383,0.3,10.0,100,[ 32  16   0  14  59   7   0   2 118],[ 8  4  0  6 11  3  1  1 28]
vc2c,42294981,0.1,10.0,100,[150  18  21  59],[39  3  6 14]
vc2c,1255808531,0.5,6.5,100,[151  17  23  57],[35  7  4 16]
vc2c,1151674520,0.1,6.5,100,[152  16  24  56],[37  5  4 16]
vc2c,1217358537,0.1,10.0,100,[152  16  20  60],[38  4  4 16]
vc3c,783880980,0.5,3.0,100,[ 34  14   0  12  65   3   1   3 116],[ 9  3  0  3 15  2  0  1 29]
vc2c,352627565,0.3,10.0,100,[155  13  18  62],[37  5  4 16]
vc3c,185273401,0.3,6.5,100,[ 35  13   0  22  53   5   2   1 117],[ 9  3  0  3 16  1  2  1 27]
vc3c,1261877383,0.5,3.0,100,[ 32  16   0  14  59   7   0   3 117],[ 9  3  0  6 12  2  0  0 30]
vc2c,42294981,0.3,3.0,100,[150  18  22  58],[40  2  6 14]
vc2c,1255808531,0.5,10.0,100,[150  18  22  58],[35  7  4 16]
vc2c,1151674520,0.1,10.0,100,[152  16  25  55],[37  5  5 15]
vc2c,1217358537,0.3,3.0,100,[153  15  20  60],[39  3  4 16]
vc3c,783880980,0.5,6.5,100,[ 36  12   0  13  66   1   4   3 113],[ 8  4  0  3 16  1  0  2 28]
vc2c,352627565,0.5,3.0,100,[157  11  22  58],[36  6  5 15]
vc3c,185273401,0.3,10.0,100,[ 30  17   1  16  59   5   1   3 116],[ 9  3  0  3 15  2  3  1 26]
vc3c,1261877383,0.5,6.5,100,[ 32  16   0  13  60   7   0   2 118],[ 8  4  0  5 13  2  2  1 27]
vc2c,42294981,0.3,6.5,100,[150  18  22  58],[39  3  6 14]
vc2c,908927260,0.1,3.0,100,[157  11  22  58],[40  2  8 12]
vc2c,1151674520,0.3,3.0,100,[153  15  24  56],[37  5  4 16]
vc2c,1217358537,0.3,6.5,100,[150  18  22  58],[39  3  5 15]
vc3c,783880980,0.5,10.0,100,[ 34  12   2  14  58   8   1   3 116],[ 8  4  0  3 16  1  0  1 29]
vc3c,185273401,0.5,3.0,100,[ 33  14   1  21  55   4   2   1 117],[ 9  3  0  3 16  1  2  1 27]
vc2c,352627565,0.5,6.5,100,[153  15  22  58],[37  5  5 15]
vc2c,908927260,0.1,6.5,100,[150  18  12  68],[39  3  9 11]
vc3c,1261877383,0.5,10.0,100,[ 32  16   0  12  65   3   0   2 118],[ 8  4  0  5 13  2  1  1 28]
